r1,weight
input.InexpC2.gz,0.698248251646131
input.InexpC2QE.gz,0.9713883811821731
input.MU03rob01.gz,0.36395567004161666
input.MU03rob02.gz,0.7858284729366263
input.MU03rob03.gz,0.6575360596042561
input.MU03rob04.gz,0.9775616494924231
input.MU03rob05.gz,0.6177579102886117
input.NLPR03vb10.gz,0.3194339316093382
input.NLPR03vb25.gz,0.6778554289524514
input.NLPR03vb50.gz,0.813719632133302
input.NLPR03w16.gz,0.3747290715737943
input.NLPR03w49.gz,0.590184540292868
input.UIUC03Rd1.gz,1.0167674775453044
input.UIUC03Rd2.gz,1.056932606112472
input.UIUC03Rd3.gz,1.2267430321035402
input.UIUC03Rt1.gz,0.8922304323440704
input.UIUC03Rtd1.gz,1.5248961249732407
input.aplrob03a.gz,2.6260275176429992
input.aplrob03b.gz,1.604433967485983
input.aplrob03c.gz,1.4743130926360593
input.aplrob03d.gz,1.8496182330685222
input.aplrob03e.gz,1.6225954048611282
input.fub03IeOLKe3.gz,1.2822403714630024
input.fub03InB2e3.gz,1.1005687255440169
input.fub03InOLe3.gz,1.3156899734455063
input.fub03IneOBu3.gz,0.8258561940773399
input.fub03IneOLe3.gz,1.2694075873814352
input.humR03d.gz,0.8994701391354161
input.humR03dc.gz,0.10960402463954821
input.humR03de.gz,1.4205329600655343
