r1,weight
input.acqnt1.gz,0.0
input.assctv1.gz,1.9916588181587036
input.assctv2.gz,2.576491905955966
input.brkly6.gz,1.5956651281009142
input.brkly7.gz,3.4064755531859143
input.citri1.gz,0.8105386186507966
input.citri2.gz,0.10483258197114953
input.citya1.gz,2.791917769928509
input.citya2.gz,1.8417998558961504
input.clarta.gz,1.0236196966943174
input.clartm.gz,0.7127004823529202
input.crnlea.gz,1.3913904094833898
input.crnlla.gz,1.6525776701750639
input.dortd1.gz,0.41892540994862326
input.dortd2.gz,0.7941445382215466
input.erima1.gz,0.3114915836301737
input.eth001.gz,0.9311097610282593
input.eth002.gz,1.034846794406346
input.inq101.gz,1.2044341871468482
input.inq102.gz,1.850204770631855
input.lsia0mf.gz,0.22069169187000703
input.lsia0mw2.gz,0.2951667358705867
input.nyuir1.gz,1.127305064943842
input.nyuir2.gz,1.1417711484303608
input.padre2.gz,0.3853511867252184
input.pircs1.gz,1.6349600611901431
input.pircs2.gz,1.1919854851559428
input.rutfua1.gz,1.018704994671662
input.rutfua2.gz,0.9291850316672834
input.siems1.gz,0.8175201840738389
input.siems2.gz,0.7363092829360331
input.topic3.gz,0.0
input.virtu1.gz,0.0
input.vtc2s2.gz,1.711793337180647
input.vtc5s2.gz,1.7216289856205442
input.westp1.gz,1.3252751553119682
input.xerox3.gz,0.0
input.xerox4.gz,0.0
