r1,weight
input.acqnt1.gz,-0.335483993145103
input.assctv1.gz,2.0467770671406225
input.assctv2.gz,2.2687369588490727
input.brkly6.gz,1.4390959107953218
input.brkly7.gz,2.963286818591527
input.citri1.gz,0.7865246281747584
input.citri2.gz,0.3551552886294349
input.citya1.gz,2.826145807411317
input.citya2.gz,1.8638558218069052
input.clarta.gz,0.5992353228401841
input.clartm.gz,0.37045597043559564
input.crnlea.gz,1.55725697998193
input.crnlla.gz,1.6091639413141348
input.dortd1.gz,0.3699438880237951
input.dortd2.gz,0.6791010150479311
input.erima1.gz,0.37766681448249706
input.eth001.gz,0.91010506653119
input.eth002.gz,1.0569932521537115
input.inq101.gz,1.1917814040520875
input.inq102.gz,1.7106156237433732
input.lsia0mf.gz,0.400556426118885
input.lsia0mw2.gz,0.4610902591149326
input.nyuir1.gz,1.003068557710697
input.nyuir2.gz,1.0157534496746985
input.padre2.gz,0.08412518803468849
input.pircs1.gz,1.5882387448100639
input.pircs2.gz,1.2590406523002455
input.rutfua1.gz,0.7971680765363853
input.rutfua2.gz,0.8052858389991373
input.siems1.gz,0.5725899264162244
input.siems2.gz,0.6771372384609267
input.topic3.gz,-0.07235402231290333
input.virtu1.gz,-0.3163109850048178
input.vtc2s2.gz,1.8929491665974147
input.vtc5s2.gz,1.9460469016977289
input.westp1.gz,1.183764039650467
input.xerox3.gz,-3.4260253152939155
input.xerox4.gz,-2.7451100771640258
