r1,weight
input.acqnt1.gz,0.0
input.assctv1.gz,2.2749917370062986
input.assctv2.gz,2.2200950835737334
input.brkly6.gz,1.6825839622638572
input.brkly7.gz,2.9587460806311636
input.citri1.gz,1.0876437357920086
input.citri2.gz,0.5549463910902812
input.citya1.gz,2.7775231835698975
input.citya2.gz,1.943485705534938
input.clarta.gz,0.6620413947940058
input.clartm.gz,0.5484913676220398
input.crnlea.gz,1.7296560238893521
input.crnlla.gz,1.6212630475439171
input.dortd1.gz,0.7848131623178807
input.dortd2.gz,1.0008247243024657
input.erima1.gz,0.7871228177022891
input.eth001.gz,1.1514040950866589
input.eth002.gz,1.3907306449160162
input.inq101.gz,2.3516439128876954
input.inq102.gz,2.9950497881820866
input.lsia0mf.gz,0.8361259717907341
input.lsia0mw2.gz,0.8885043556507695
input.nyuir1.gz,1.2872708271686122
input.nyuir2.gz,1.2972711379967592
input.padre2.gz,0.3189239202270988
input.pircs1.gz,1.7121421367318765
input.pircs2.gz,1.4150789594088682
input.rutfua1.gz,1.1753906798533658
input.rutfua2.gz,1.239391168669167
input.siems1.gz,0.8105555019047399
input.siems2.gz,0.9262449996636795
input.topic3.gz,0.132321310972622
input.virtu1.gz,0.0
input.vtc2s2.gz,2.0921254079331284
input.vtc5s2.gz,2.1189760297569125
input.westp1.gz,2.0225133760634613
input.xerox3.gz,0.8796617160528788
input.xerox4.gz,0.6061746432194086
