r1,weight
input.acqnt1.gz,0.16872058413119184
input.assctv1.gz,2.474419863059979
input.assctv2.gz,2.7739341233520483
input.brkly6.gz,1.756605343790329
input.brkly7.gz,3.5549212478943426
input.citri1.gz,1.1649973793566737
input.citri2.gz,0.8588288322905733
input.citya1.gz,3.003774588878483
input.citya2.gz,2.2684821095182164
input.clarta.gz,1.28925134987061
input.clartm.gz,1.0635088642849295
input.crnlea.gz,1.855894188307781
input.crnlla.gz,1.9964664348269698
input.dortd1.gz,1.0020583598036383
input.dortd2.gz,1.168297864572744
input.erima1.gz,0.6728343763151177
input.eth001.gz,1.3842506122195521
input.eth002.gz,1.4669708401892931
input.inq101.gz,2.629174374673787
input.inq102.gz,3.7370242450284676
input.lsia0mf.gz,0.8754667217697696
input.lsia0mw2.gz,0.9635182087785212
input.nyuir1.gz,1.4553916556691622
input.nyuir2.gz,1.4690960654361236
input.padre2.gz,0.6907262400029479
input.pircs1.gz,2.070522642719122
input.pircs2.gz,1.6716947770438884
input.rutfua1.gz,1.3863110137375738
input.rutfua2.gz,1.3036494453934582
input.siems1.gz,0.7156734276781744
input.siems2.gz,0.9947543861338168
input.topic3.gz,0.06840510064118188
input.virtu1.gz,0.09100523368940294
input.vtc2s2.gz,1.9644644606769486
input.vtc5s2.gz,1.9634348129434178
input.westp1.gz,2.3361940891870967
input.xerox3.gz,1.0711726425510992
input.xerox4.gz,0.6076921939341071
