r1,weight
input.acqnt2.gz,0.7622106178231318
input.brkly8.gz,1.884392923230636
input.cityi1.gz,0.4031562688749668
input.cityr1.gz,2.30855654580228
input.cityr2.gz,1.6034028624133967
input.clarta.gz,1.166175580960421
input.crnlqr.gz,1.302046838818745
input.crnlrr.gz,1.2369080085912527
input.dortr1.gz,1.4728069623661586
input.erimr1.gz,0.571465920207725
input.eth003.gz,0.8393522118488832
input.eth004.gz,0.5862989157815894
input.fdf1.gz,0.9297316337066306
input.fdf2.gz,0.9508329520673939
input.inq103.gz,1.3665291637177504
input.inq104.gz,1.3091720433791973
input.losPA1.gz,1.4701063073286509
input.lsir1.gz,0.8934138203849598
input.lsir2.gz,1.5683655562215826
input.nyuir1.gz,0.31446743269001143
input.nyuir2.gz,0.5296254565542409
input.pircs3.gz,1.2376865056250939
input.pircs4.gz,1.2217719192076277
input.rutfur1.gz,0.346888658117237
input.rutfur2.gz,0.3307874271129103
input.ucf101.gz,1.3166714277722527
input.westp2.gz,1.0446429821577468
input.xerox1.gz,0.7454266067384205
input.xerox2.gz,0.8373007140298503
