r1,weight
input.acqnt2.gz,0.6483077447747503
input.brkly8.gz,1.4611303859752587
input.cityi1.gz,0.31397358244517193
input.cityr1.gz,1.5910224058616285
input.cityr2.gz,1.1943233957536936
input.clarta.gz,0.8579820919488084
input.crnlqr.gz,0.9366524912092826
input.crnlrr.gz,0.9773724605948146
input.dortr1.gz,1.2013391500786827
input.erimr1.gz,0.3626165556232257
input.eth003.gz,0.4911186436789299
input.eth004.gz,0.4827795368701491
input.fdf1.gz,0.592730100618601
input.fdf2.gz,0.6463352741607382
input.inq103.gz,0.9126311343874445
input.inq104.gz,0.9014527058601347
input.losPA1.gz,0.993782253687816
input.lsir1.gz,0.480134041639241
input.lsir2.gz,1.1827574902155353
input.nyuir1.gz,0.10564543967563456
input.nyuir2.gz,0.37167466925397097
input.pircs3.gz,0.8484116017183227
input.pircs4.gz,0.8565503887418409
input.rutfur1.gz,0.0
input.rutfur2.gz,0.0
input.ucf101.gz,0.9614838399897181
input.westp2.gz,0.784302499002389
input.xerox1.gz,0.455078042700225
input.xerox2.gz,0.5151693226873695
